66,76,82,78,86,87,82,90,0,0,88,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,75,78,83,85,84,94,0,0,0,0,92,:0.0007937777777777779,-0.006517666666666666
66,75,83,78,86,87,82,90,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,73,77,83,84,84,94,0,0,0,0,93,:-0.0017850000000000001,-0.0099428
67,74,85,78,83,85,81,89,0,0,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,75,77,83,84,0,0,0,0,0,0,93,:-0.0040951,-0.010518399999999999
67,74,81,78,84,85,82,89,0,0,88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,75,77,83,84,89,93,0,0,0,0,93,:-0.0052638,-0.011146899999999998
68,75,80,77,84,84,82,0,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,77,78,83,84,84,93,0,0,0,0,0,:-0.0053832,-0.0115585
67,74,78,78,88,87,83,89,0,91,88,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,77,81,84,84,83,0,0,0,0,0,0,:-0.0059180000000000005,-0.013182333333333332
67,75,81,78,86,86,82,90,0,0,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,75,77,83,83,84,0,0,0,0,0,93,:-0.0047445,-0.0170866
67,73,81,77,87,84,82,89,0,94,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,77,77,82,84,84,0,0,0,0,0,92,:-0.004397400000000001,-0.0205542
67,75,81,77,87,86,82,89,0,92,91,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,76,82,84,84,0,0,0,0,0,0,:-0.0026452000000000003,-0.021305200000000003
67,75,80,76,87,85,82,89,0,92,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,75,77,82,84,84,0,0,0,0,0,0,:-0.0022524,-0.022833
67,75,80,76,85,84,82,89,0,92,89,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,76,77,83,82,84,0,0,0,0,0,0,:-0.0031599999999999996,-0.025128199999999996
68,75,80,77,84,84,82,89,0,0,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,76,77,83,83,84,0,0,0,0,0,0,:-0.0026013,-0.026949799999999996
68,75,81,77,0,84,81,89,0,0,90,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69,78,79,85,88,85,0,0,0,0,0,92,:-0.0027362,-0.0278633
